EventID,EventName,Title,Time,Text,Url
Expo 2010,Expo 2010,UCSD Computer Science PhD Student Jason_Oberg at Research Expo 2010,2010-06-09 00:00:00,./E19_Expo 2010/E19_7.txt,https://www.youtube.com/watch?v=wcZUyS0_niY
Expo 2010,Expo 2010,Jumeirah supports World Expo 2010 Shanghai,2010-06-30 00:00:00,./E19_Expo 2010/E19_13.txt,https://www.youtube.com/watch?v=PHBdBUc5U5k
Mexican Drug War,Mexican Drug War,Mexico drug gangs in deadly clash,2010-07-02 00:00:00,./E367_Mexican Drug War/E367_4.txt,https://www.youtube.com/watch?v=mgF-dqAmvm0
Expo 2010,Expo 2010,BULLS mit Fahrrädern in allen Variationen auf der BIKE EXPO 2010 in München (Messe-LIVE),2010-07-23 00:00:00,./E19_Expo 2010/E19_11.txt,https://www.youtube.com/watch?v=8Ej_11kJ5x0
2010 Haiti earthquake,2010 Haiti earthquake,Haiti Earthquake January 2010 Presidential Palace,2010-07-29 00:00:00,./E382_2010 Haiti earthquake/E382_4.txt,https://www.youtube.com/watch?v=V5rhCFfFTGk
2010 Pakistan floods,2010 Pakistan floods,Pakistan's worst flooding,2010-07-31 00:00:00,./E385_2010 Pakistan floods/E385_1.txt,https://www.youtube.com/watch?v=NIstQ3OS9pU
2010 Pakistan floods,2010 Pakistan floods,Pakistan floods rescue hampered,2010-08-01 00:00:00,./E385_2010 Pakistan floods/E385_16.txt,https://www.youtube.com/watch?v=gHmcKxxrcjQ
Expo 2010,Expo 2010,"2010-05-26: Visiting the World Expo 2010, Shanghai, China",2010-08-02 00:00:00,./E19_Expo 2010/E19_18.txt,https://www.youtube.com/watch?v=XlJiQU82NME
2010 Pakistan floods,2010 Pakistan floods,Pakistan Floods Appeal,2010-08-03 00:00:00,./E385_2010 Pakistan floods/E385_20.txt,https://www.youtube.com/watch?v=ilFFyQ3yZyw
2010 Pakistan floods,2010 Pakistan floods,Raw Video: Pakistan Flood Victims Evacuated,2010-08-09 00:00:00,./E385_2010 Pakistan floods/E385_12.txt,https://www.youtube.com/watch?v=SKGxcqEyWyI
2010 Pakistan floods,2010 Pakistan floods,Pakistan floods cause vast destruction,2010-08-10 00:00:00,./E385_2010 Pakistan floods/E385_8.txt,https://www.youtube.com/watch?v=whQroCnPe0s
2010 Pakistan floods,2010 Pakistan floods,Pakistan flood response criticised,2010-08-11 00:00:00,./E385_2010 Pakistan floods/E385_15.txt,https://www.youtube.com/watch?v=hkJYVKYXsFk
2010 Pakistan floods,2010 Pakistan floods,Scale of Pakistan flood crisis unimaginable,2010-08-17 00:00:00,./E385_2010 Pakistan floods/E385_18.txt,https://www.youtube.com/watch?v=d1j4Rb7qRuw
2010 Pakistan floods,2010 Pakistan floods,Flood In Pakistan 2010,2010-08-19 00:00:00,./E385_2010 Pakistan floods/E385_6.txt,https://www.youtube.com/watch?v=D_gB3RnJgX4
2010 Pakistan floods,2010 Pakistan floods,Response to the Pakistan Floods,2010-08-19 00:00:00,./E385_2010 Pakistan floods/E385_9.txt,https://www.youtube.com/watch?v=2bSWid6-kHo
2010 Pakistan floods,2010 Pakistan floods,Pakistan Floods 2010,2010-08-20 00:00:00,./E385_2010 Pakistan floods/E385_10.txt,https://www.youtube.com/watch?v=nZH_0ihavbE
2010 Pakistan floods,2010 Pakistan floods,Pakistan Floods 2010,2010-08-23 00:00:00,./E385_2010 Pakistan floods/E385_5.txt,https://www.youtube.com/watch?v=mmtnqIToVaI
2010 Pakistan floods,2010 Pakistan floods,"No land to stand: Aerial video of flood, Pakistan under water",2010-08-24 00:00:00,./E385_2010 Pakistan floods/E385_17.txt,https://www.youtube.com/watch?v=XLtTrGjyrBY
2010 Pakistan floods,2010 Pakistan floods,Pakistan Floods:  The human impact,2010-08-25 00:00:00,./E385_2010 Pakistan floods/E385_2.txt,https://www.youtube.com/watch?v=vEmK1pE4l0I
2010 Pakistan floods,2010 Pakistan floods,Fresh Pakistan flood evacuations ordered,2010-08-26 00:00:00,./E385_2010 Pakistan floods/E385_3.txt,https://www.youtube.com/watch?v=YVmIeCj5a14
2010 Pakistan floods,2010 Pakistan floods,Pakistan floods damage schools,2010-08-29 00:00:00,./E385_2010 Pakistan floods/E385_7.txt,https://www.youtube.com/watch?v=oqh0zveFYJ0
2010 Pakistan floods,2010 Pakistan floods,Pakistani Ambassador's Flood Video,2010-09-24 00:00:00,./E385_2010 Pakistan floods/E385_14.txt,https://www.youtube.com/watch?v=5rcZg8l_XSg
Anti-austerity movement in the United Kingdom,Anti-austerity movement in the United Kingdom,Anti-austerity Protests Sweep Across Europe,2010-09-29 00:00:00,./E55_Anti-austerity movement in the United Kingdom/E55_19.txt,https://www.youtube.com/watch?v=VEvE_NnoO9g
Expo 2010,Expo 2010,BIG | EXPO 2010 Danish Pavilion | arthitectural.com,2010-09-30 00:00:00,./E19_Expo 2010/E19_2.txt,https://www.youtube.com/watch?v=CxUet-JUELY
Expo 2010,Expo 2010,Shanghai Expo 2010,2010-10-28 00:00:00,./E19_Expo 2010/E19_9.txt,https://www.youtube.com/watch?v=cYzfM0hRKVE
2010 Pakistan floods,2010 Pakistan floods,Pakistan's 2010 Floods,2010-11-09 00:00:00,./E385_2010 Pakistan floods/E385_11.txt,https://www.youtube.com/watch?v=2OImDTxdQrI
Mexican Drug War,Mexican Drug War,Mexico Drug War in Juarez,2010-11-22 00:00:00,./E367_Mexican Drug War/E367_16.txt,https://www.youtube.com/watch?v=qrYxqH8c0jI
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard","North American Blizzard 2009 (Washington, DC).avi",2011-01-29 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_8.txt",https://www.youtube.com/watch?v=tKRWdWwMQD8
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard",Thundersnow Blizzard Satellite Captures 48 Hours NASA,2011-01-29 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_15.txt",https://www.youtube.com/watch?v=sOPAeKgT_6o
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard",February Blizzard 2011,2011-02-01 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_2.txt",https://www.youtube.com/watch?v=s_IxOKHupxg
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard",February Blizzard '11 - Quad Cities (vid 1),2011-02-01 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_4.txt",https://www.youtube.com/watch?v=2K_BseCwDr4
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard",Norman Blizzard 2011,2011-02-01 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_6.txt",https://www.youtube.com/watch?v=2R1RBEF3tuI
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard","Satellite Imagery of February 1, 2011 Blizzard",2011-02-01 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_16.txt",https://www.youtube.com/watch?v=f5xdj7Ks2ms
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard",Stranded In St. Louis Ice Storm 2-1-11,2011-02-01 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_17.txt",https://www.youtube.com/watch?v=0yvlHZ87cu4
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard",February Blizzard 2-1/2-2-11,2011-02-02 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_3.txt",https://www.youtube.com/watch?v=bh60xuUUl3k
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard","Amid Blizzard, Drivers Stranded in Chicago",2011-02-02 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_7.txt",https://www.youtube.com/watch?v=ZQM8vlKHm7Y
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard",February 2nd 2011 Snow Storm Halifax,2011-02-03 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_12.txt",https://www.youtube.com/watch?v=fjdzgWwiCr4
"January 31 – February 2, 2011 North American blizzard","January 31 – February 2, 2011 North American blizzard",Blizzard 2011 - Aftermath at Work.avi,2011-02-06 00:00:00,"./E1077_January 31 – February 2, 2011 North American blizzard/E1077_9.txt",https://www.youtube.com/watch?v=WeN_vGUcIFI
Insurgency in the North Caucasus,Insurgency in the North Caucasus,Doku Umarov: Russia's most-wanted man,2011-02-08 00:00:00,./E85_Insurgency in the North Caucasus/E85_16.txt,https://www.youtube.com/watch?v=Mjp4gTzVTgY
2011 Tōhoku earthquake and tsunami,2011 Tōhoku earthquake and tsunami,Japan Earthquake 11 March 2011 - Misawa Air Base,2011-03-11 00:00:00,./E1076_2011 Tōhoku earthquake and tsunami/E1076_3.txt,https://www.youtube.com/watch?v=zpRI4V2irRM
2011 Tōhoku earthquake and tsunami,2011 Tōhoku earthquake and tsunami,Understanding the Japan Earthquake,2011-03-14 00:00:00,./E1076_2011 Tōhoku earthquake and tsunami/E1076_12.txt,https://www.youtube.com/watch?v=fraPBV4kzvI
2011 Tōhoku earthquake and tsunami,2011 Tōhoku earthquake and tsunami,Japan Earthquake: Shocking New Tsunami Video (03.14.11),2011-03-14 00:00:00,./E1076_2011 Tōhoku earthquake and tsunami/E1076_17.txt,https://www.youtube.com/watch?v=9dQDWmuNV_Y
2011 Tōhoku earthquake and tsunami,2011 Tōhoku earthquake and tsunami,"Tsunami simulation of the Tohoku earthquake, Japan, of March 11, 2011 - Updated",2011-03-18 00:00:00,./E1076_2011 Tōhoku earthquake and tsunami/E1076_15.txt,https://www.youtube.com/watch?v=8sDebHHDpW8
2011 Tōhoku earthquake and tsunami,2011 Tōhoku earthquake and tsunami,New video of Tsunami invading the Port of Sendai #1 [stabilized] - Japan earthquake 2011,2011-04-11 00:00:00,./E1076_2011 Tōhoku earthquake and tsunami/E1076_6.txt,https://www.youtube.com/watch?v=g_8LYY1TtcE
2011 Munster Senior Hurling Championship Final,2011 Munster Senior Hurling Championship Final,Munster senior football kingpins eye provincial final spots,2011-05-18 00:00:00,./E922_2011 Munster Senior Hurling Championship Final/E922_7.txt,https://www.youtube.com/watch?v=R96fmy_oB8k
Mexican Indignados Movement,Mexican Indignados Movement,SPANISH REBEL MOVEMENT. AGAINST CORRUPT POLITICIANS AND BANKERS. CARTOON FROM MEXICO.,2011-05-20 00:00:00,./E423_Mexican Indignados Movement/E423_7.txt,https://www.youtube.com/watch?v=r5AUQbuwctI
2011 Munster Senior Hurling Championship Final,2011 Munster Senior Hurling Championship Final,Tipperary disallowed goal vs Kerry,2011-05-22 00:00:00,./E922_2011 Munster Senior Hurling Championship Final/E922_16.txt,https://www.youtube.com/watch?v=P62M272Qlfc
2011 Durango-Durango Emakumeen Saria,2011 Durango-Durango Emakumeen Saria,2011ko Ekainak 11 manifestazioa Arrasaten: AHT-rik EZ!,2011-05-27 00:00:00,./E1044_2011 Durango-Durango Emakumeen Saria/E1044_5.txt,https://www.youtube.com/watch?v=Q8LQNXeR4dc
2011 Missouri River Flood,2011 Missouri River Flood,"2011 Missouri River Flooding Bismarck, ND",2011-05-29 00:00:00,./E386_2011 Missouri River Flood/E386_3.txt,https://www.youtube.com/watch?v=BlzL6bf9kAk
2011 Missouri River Flood,2011 Missouri River Flood,"Aerial view of  Missouri River flood along Bismarck-Mandan June 3, 2011",2011-06-03 00:00:00,./E386_2011 Missouri River Flood/E386_16.txt,https://www.youtube.com/watch?v=zGWTHXydWcU
2011 Missouri River Flood,2011 Missouri River Flood,Missouri River Flood June 2011,2011-06-05 00:00:00,./E386_2011 Missouri River Flood/E386_18.txt,https://www.youtube.com/watch?v=yTToys-36BU
2011 Missouri River Flood,2011 Missouri River Flood,Missouri River Valley Flood 2011 Footage,2011-06-07 00:00:00,./E386_2011 Missouri River Flood/E386_12.txt,https://www.youtube.com/watch?v=POUAr06TJH4
2011 Missouri River Flood,2011 Missouri River Flood,2011 Missouri River Flood -  Levee Watch,2011-06-08 00:00:00,./E386_2011 Missouri River Flood/E386_2.txt,https://www.youtube.com/watch?v=ql9MOoRvuU0
2011 Missouri River Flood,2011 Missouri River Flood,2011 Missouri River Flood - Animal Shelter,2011-06-08 00:00:00,./E386_2011 Missouri River Flood/E386_4.txt,https://www.youtube.com/watch?v=p40gnk2svrM
2011 Missouri River Flood,2011 Missouri River Flood,KETV Gets Aerial View Of Missouri River Flooding,2011-06-09 00:00:00,./E386_2011 Missouri River Flood/E386_11.txt,https://www.youtube.com/watch?v=447CrZBHs0I
2011 Missouri River Flood,2011 Missouri River Flood,Missouri River Flood 2011,2011-06-09 00:00:00,./E386_2011 Missouri River Flood/E386_14.txt,https://www.youtube.com/watch?v=Hh11vAKipl4
2011 H1 Unlimited season,2011 H1 Unlimited season,H1 Unlimited Hydroplane Promo Video,2011-06-09 00:00:00,./E866_2011 H1 Unlimited season/E866_1.txt,https://www.youtube.com/watch?v=Gz7cuJHt4gE
2011 Tōhoku earthquake and tsunami,2011 Tōhoku earthquake and tsunami,2011 Tohoku Japan Earthquake and Tsunami APWA,2011-06-10 00:00:00,./E1076_2011 Tōhoku earthquake and tsunami/E1076_18.txt,https://www.youtube.com/watch?v=-D8IgDCJkpE
2011 Tōhoku earthquake and tsunami,2011 Tōhoku earthquake and tsunami,Rare Video: Japan Tsunami | National Geographic,2011-06-13 00:00:00,./E1076_2011 Tōhoku earthquake and tsunami/E1076_1.txt,https://www.youtube.com/watch?v=oWzdgBNfhQU
2011 H1 Unlimited season,2011 H1 Unlimited season,Steve Montgomery announces live streaming at H1Unlimited.com,2011-06-14 00:00:00,./E866_2011 H1 Unlimited season/E866_16.txt,https://www.youtube.com/watch?v=l9xrk5k4LEU
2011 Missouri River Flood,2011 Missouri River Flood,Missouri River Flood 2011 (When the Levee Breaks),2011-06-15 00:00:00,./E386_2011 Missouri River Flood/E386_20.txt,https://www.youtube.com/watch?v=gV1amrvESLQ
2011 Missouri River Flood,2011 Missouri River Flood,Missouri River Flooding Reaches Iowa Town Levee,2011-06-16 00:00:00,./E386_2011 Missouri River Flood/E386_5.txt,https://www.youtube.com/watch?v=76tGhUp0UgM
2011 Missouri River Flood,2011 Missouri River Flood,2011  Missouri River Flood moving South toward Kansas City,2011-06-16 00:00:00,./E386_2011 Missouri River Flood/E386_15.txt,https://www.youtube.com/watch?v=abnx5WzM498
